0.900000,0.999233
0.900020,0.999181
0.900040,0.999174
0.900060,0.998894
0.900080,0.998572
0.900100,0.998161
0.900120,0.996345
0.900140,0.995045
0.900160,0.995756
0.900180,0.994977
0.900200,0.991084
0.900220,0.976927
0.900240,0.915736
0.900260,0.753216
0.900280,0.672841
0.900300,0.799109
0.900320,0.879907
0.900340,0.939539
0.900360,0.980791
0.900380,0.992390
0.900400,0.995692
0.900420,0.996861
0.900440,0.997338
0.900460,0.997552
0.900480,0.997613
0.900500,0.997370
0.900520,0.996581
0.900540,0.994553
0.900560,0.985597
0.900580,0.940316
0.900600,0.843119
0.900620,0.795455
0.900640,0.828396
0.900660,0.919244
0.900680,0.978887
0.900700,0.993733
0.900720,0.996816
0.900740,0.997883
0.900760,0.998455
0.900780,0.998452
0.900800,0.996580
0.900820,0.994453
0.900840,0.996396
0.900860,0.998244
0.900880,0.996959
0.900900,0.987916
0.900920,0.966564
0.900940,0.947431
0.900960,0.935727
0.900980,0.919649
0.901000,0.889975
0.901020,0.917765
0.901040,0.960033
0.901060,0.986795
0.901080,0.996473
0.901100,0.997257
0.901120,0.990309
0.901140,0.970719
0.901160,0.968232
0.901180,0.988294
0.901200,0.997667
0.901220,0.999099
0.901240,0.999031
0.901260,0.998136
0.901280,0.997808
0.901300,0.998317
0.901320,0.997906
0.901340,0.996563
0.901360,0.994427
0.901380,0.984493
0.901400,0.932803
0.901420,0.814169
0.901440,0.784094
0.901460,0.900703
0.901480,0.976315
0.901500,0.993258
0.901520,0.996444
0.901540,0.997138
0.901560,0.996753
0.901580,0.994034
0.901600,0.991625
0.901620,0.995030
0.901640,0.997484
0.901660,0.997760
0.901680,0.998438
0.901700,0.998707
0.901720,0.998507
0.901740,0.998147
0.901760,0.997632
0.901780,0.996845
0.901800,0.995444
0.901820,0.992605
0.901840,0.985552
0.901860,0.964665
0.901880,0.885855
0.901900,0.701872
0.901920,0.573619
0.901940,0.697361
0.901960,0.894198
0.901980,0.970440
0.902000,0.987362
0.902020,0.989719
0.902040,0.981814
0.902060,0.976231
0.902080,0.986613
0.902100,0.995333
0.902120,0.997905
0.902140,0.998623
0.902160,0.998997
0.902180,0.999266
0.902200,0.999395
0.902220,0.999193
0.902240,0.998022
0.902260,0.995858
0.902280,0.996132
0.902300,0.998135
0.902320,0.998731
0.902340,0.998175
0.902360,0.997604
0.902380,0.997733
0.902400,0.997099
0.902420,0.994685
0.902440,0.990776
0.902460,0.979326
0.902480,0.919074
0.902500,0.780236
0.902520,0.766611
0.902540,0.904935
0.902560,0.976401
0.902580,0.991453
0.902600,0.995011
0.902620,0.996407
0.902640,0.997032
0.902660,0.997116
0.902680,0.996006
0.902700,0.993511
0.902720,0.992572
0.902740,0.991452
0.902760,0.983975
0.902780,0.972458
0.902800,0.930984
